"ANNUAL_REPORT_YEAR","WDID","REGION","REG_MEAS_STATUS","LAST_UPDATED_ON","SSS_CATEGORY","POP_SERVED","X._ENTRY_STAFF","X._JOURNEY_STAFF","X._SUPERVISORY_STAFF","X._MANAGERIAL_STAFF","X._CERTIFIED_GRADE_I","X._CERTIFIED_GRADE_II","X._CERTIFIED_GRADE_III","X._CERTIFIED_GRADE_IV","X._CERTIFIED_GRADE_V","X._CERTIFIED_CSUS","OTHER_CERTIFICATIONS","MILES_FORCED_MAINS","MILES_GRAVITY_SEWERS","X.6IN_OR_LESS_GRAVITY_MAIN","X.8IN_GRAVITY_MAIN","X.9.18IN_GRAVITY_MAIN","X.19.36IN_GRAVITY_MAIN","X.36IN_GREATER_GRAVITY_MAIN","X.UNK_DIAM_GRAVITY_MAIN","X.TOT_GRAVITY_MAIN","X.6IN_OR_LESS_FORCE_MAIN","X.8IN_FORCE_MAIN","X.9.18IN_FORCE_MAIN","X.19.36IN_FORCE_MAIN","X.36IN_GREATER_FORCE_MAIN","X.UNK_FORCE_MAIN","X.TOT_FORCE_MAIN","X._CONNECTED_LATERALS","X._LATERALS_OWNED_OPERATED","PORTIONS_LATERAL_RESPONSIBLE","MILES_LATERAL_RESPONSIBLE","X.GRAVITY_MAIN_2020.PRESENT","X.GRAVITY_MAIN_2000.2019","X.GRAVITY_MAIN_1980.1999","X.GRAVITY_MAIN_1960.1979","X.GRAVITY_MAIN_1940.1959","X.GRAVITY_MAIN_1920.1939","X.GRAVITY_MAIN_1900.1919","X.GRAVITY_MAIN_BEFORE_1900","X.GRAVITY_MAIN_UNKNOWN_AGE","X.GRAVITY_MAIN_TOTAL","X.PUMP_75000_GAL.DAY_OR_OVER_2020.PRESENT","X.PUMP_75000_GAL.DAY_OR_OVER_2000.2019","X.PUMP_75000_GAL.DAY_OR_OVER_1980.1999","X._PUMP_75000_GAL.DAY_OR_OVER_1960.1979","X.PUMP_75000_GAL.DAY_OVER_1940.1959","X.PUMP_75000_GAL.OR_OVER_1920.1939","X.PUMP_75000_GAL.DAY_OR_OVER_1900.1919","X.PUMP_75000_GAL.DAY_OR_OVER_BEFORE_1900","X.PUMP_75000_GAL.DAY_OR_OVER_UNKNOWN_AGE","X.PUMP_75000_GAL.DAY_OR_OVER_TOTAL","X.PUMP_UNDER_75000_GAL.DAY_2020.NOW","X.PUMP_UNDER_75000_GAL.DAY_2000.2019","X.PUMP_UNDER_75000_GAL.DAY_1980.1999","X.PUMP_UNDER_75000_GAL.DAY_UNDER_1960.1979","X.PUMP_UNDER_75000_GAL.DAY_1940.1959","X.PUMP_UNDER_75000_GAL.DAY_1920.1939","X.PUMP_UNDER_75000_GAL.DAY_1900.1919","X.PUMP_UNDER_75000_GAL.DAY_BEFORE_1900","X.PUMP_UNDER_75000_GAL.DAY_UNKNOWN_AGE","X.PUMP_UNDER_75000_GAL.DAY_TOTAL","EST_MILES_NOT_ACCESSIBLE","MILES_CLEANED","MILES_INSPECTED","FIRST_ROW_TREATMENT_PLANT_WDID","FIRST_ROW_NAME_ADDRESS","FIRST_ROW_RELATIONSHIP","SECOND_ROW_TREATMENT_PLANT_WDID","SECOND_ROW_NAME_ADDRESS","SECOND_ROW_RELATIONSHIP","THIRD_ROW_TREATMENT_PLANT_WDID","THIRD_ROW_NAME_ADDRESS","THIRD_ROW_RELATIONSHIP","FOURTH_ROW_TREATMENT_PLANT_WDID","FOURTH_ROW_NAME_ADDRESS","FOURTH_ROW_RELATIONSHIP","SATELLITE_TRIBUTARY_SYSTEMS","FIRST_ROW_TRIBUTARY_SYSTEM_OWNED","FIRST_ROW_TRIBUTARY_SYSTEM_NAME","FIRST_ROW_COLLECTION_SYSTEM_WDID","SECOND_ROW_TRIBUTARY_SYSTEM_OWNED","SECOND_ROW_TRIBUTARY_SYSTEM_NAME","SECOND_ROW_COLLECTION_SYSTEM_WDID","THIRD_ROW_TRIBUTARY_SYSTEM_OWNED","THIRD_ROW_TRIBUTARY_SYSTEM_NAME","THIRD_ROW_COLLECTION_SYSTEM_WDID","FOURTH_ROW_TRIBUTARY_SYSTEM_OWNED","FOURTH_ROW_TRIBUTARY_SYSTEM_NAME","FOURTH_ROW_TREATMENT_PLANT_WDID.1","FIFTH_ROW_TRIBUTARY_SYSTEM_OWNED","FIFTH_ROW_TRIBUTARY_SYSTEM_NAME","FIFTH_ROW_TREATMENT_PLANT_WDID","INFO_ADDITIONAL_TRIBUTARY_SYSTEMS","X.GRAVITY_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X.FORCE_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X._SIPHONS","SYSTEM_PERFORMANCE_EVAL_ATTACHED","SPILL_EMERGENCY_RESPONSE_PLAN_UPDATED","MAJOR_SPILL_CAUSES","SPILL_CAUSES_OTHER_DESC","FAILURE_POINTS","FAILURE_POINTS_OTHER_DESC","ONGOING_SPILL_INVESTIGATIONS","ACTIONS_TAKEN_TO_ADDRESS_DEFICIENCIES","X"
2025,"2SSO10099","2",616,"30-MAR-26","Municipal(Public)",35513,9,12,2,2,8,7,1,4,0,0,"",6,60,41,32,16,3,0,2,100,6,21,44,6,0,23,100,8694,18,"Lower only",31,4,24,6,11,23,9,20,0,3,100,0,0,0,1,0,0,0,0,0,1,0,1,1,1,4,0,0,0,0,7,5,88.5,13.4,"CA0037788","City of Burlingame WWTF, 1103 Airport Blvd, Burlingame ","WWTP other agency","","","","","","","","","","Y","N","Town of Hillsborough ","2SSO10142","N","County of San Mateo, Burlingame Hills","2SSO10223","","","","","","","","","","N/A",26,9,6,"Y","Y","Flow Exceeded Capacity (Separate Collection System Only)","","Lower Lateral","","In response to major spill causes identified in previous years, Burlingame Public Works has implemented several measures to help identify sources of inflow and infiltration (I/I). To date, 14 Smart Cover monitoring devices have been installed to assist in tracking system performance. Smoke testing was also conducted in FY 2025/26. Additionally, 60 temporary flow monitoring devices equipped with hydrographs are planned for deployment in FY 2026/27 to further evaluate and isolate potential I/I sources. However, results obtained to date have been inconclusive.","All sewer lift stations are equipped with external generators and associated switchgear to maintain operations during power outages. Additionally, Burlingame sewer lift stations are supported by three mobile 6-inch diesel-operated trash pumps capable of performing bypass pumping when necessary.",NA
2023,"2SSO10100","2",616,"10-FEB-26","Municipal(Public)",40000,1,6,4,2,4,2,2,5,0,5,NA,4.2,97.4,57,5,29,5,0,0,96,0,0,0,4,0,0,4,12000,0,"None",0,5,20,15,30,30,0,0,0,0,100,0,0,1,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,90,15,"2 417022002","Calera Creek Discharge Point 001,    , CA  ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","",NA,5,0,0,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)",NA,"Pump Station - Controls","Contractor forgot to turn controls back on.","We are continuing to investigate I&I. We have installed flow monitors through out our system.  ","Our actions currently include CIP projects, In-house repairs, and Smoke testing.",NA
2024,"2SSO10100","2",616,"03-APR-25","Municipal(Public)",40000,2,10,6,2,5,2,2,4,0,1,"Mechanic-1= 1",4.2,96,57,5,29,5,0,0,96,0,0,0,4,0,0,4,12000,0,"None",0,0,20,0,20,60,0,0,0,0,100,0,0,1,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,90,12,"2SS010100","Calera Creek Wtr RP -CS 700 Coast Highway Pacifica","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",4,0,0,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","N/A","Pump Station - Controls","Contractor error","We are continuing to investigate I&I. We have installed flow monitors through out our system. ","Our actions currently include CIP projects, in-house repairs, and smoke testing. ",NA
2025,"2SSO10100","2",616,"24-MAR-26","Municipal(Public)",40000,1,6,4,2,4,2,2,5,0,5,"N/A",4.2,110,57,19,29,5,0,0,110,0,0,0,4,0,0,4,14655,0,"None",0,15,20,15,30,15,0,0,0,0,100,0,0,1,1,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,97,15,"2 417022002","Calera Creek Discharge Point 001,    , CA  ","WWTP same agency","","","","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N/A",5,0,0,"Y","Y","Other (specify below)","N/A","Other (specify below)","N/A","N/A","CIP I&I Projects, CCTV Program, Hydro and Mechanical Line Cleaning, Pretreatment Program, Lateral Grant Incentive Program, Construction Specs Inspections, pro active Pump station Maintenance and Repairs as well as multiple Corrective Action Programs.",NA
2023,"2SSO10151","2",616,"25-MAR-24","Municipal(Public)",9500,2,7,2,1,7,1,0,1,0,8,"N/A",5,29,80,20,0,0,0,0,100,60,20,20,0,0,0,100,2800,0,"None",0,5,15,0,80,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,20,0,40,10,"2SSO10151","2001 Paradise Dr Tiburon, CA 94920 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Root Intrusion","N/A","Gravity Mainline","N/A","N/A","Increased frequency on cleaning program as well as more CCTV inspections to identify areas in need of repairs or replacement. Major CCTV work to identify areas of I&I in the near future.",NA
2024,"2SSO10151","2",616,"11-MAR-25","Municipal(Public)",9500,1,3,2,1,4,2,0,1,0,10,"N/A",5,29,80,20,0,0,0,0,100,60,20,20,0,0,0,100,2800,0,"None",0,5,15,0,80,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,20,0,40,10,"2SSO10151","2001 Paradise Dr Tiburon, CA 94920","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",0,0,0,"Y","Y","Debris-wipes/Non-disposables","N/A","Gravity Mainline","N/A","N/A","Increased frequency of cleaning program as well as more CCTV to identify areas of concern and make needed repairs. ",NA
2025,"2SSO10151","2",616,"17-MAR-26","Municipal(Public)",9500,1,3,1,1,4,1,0,1,0,10,"N/A",5,29,80,20,0,0,0,0,100,60,20,20,0,0,0,100,2800,0,"None",0,10,15,0,75,0,0,0,0,0,100,0,0,0,2,0,0,0,0,0,2,0,2,0,20,0,0,0,0,0,22,0,45,5,"2SSO10151","2001 Paradise Dr Tiburon, CA 94920","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",0,0,0,"N","Y","Debris-wipes/Non-disposables","N/A","Gravity Mainline","One force main break that was diverted quickly so repairs could be made.","N/A","Frequencies of existing cleaning program has been modified for certain line segments until line replacement can be ccompleted.",NA
2023,"5SSO11020","5S",616,"22-OCT-25","Municipal(Public)",476,3,27,4,3,0,2,0,0,0,0,"",0,1,43,57,0,0,0,0,100,0,0,0,0,0,0,0,132,132,"Upper and Lower",1,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"5B031009001","Pardee Reservoir Recreation Area, 4900  Stony Creek , Ione, CA 95640 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","not applicable","Other (specify below)","not applicable","not applicable","not applicable",NA
2024,"5SSO11020","5S",616,"22-OCT-25","Municipal(Public)",254,3,27,4,3,0,2,0,0,0,0,"",0,1,43,57,0,0,0,0,100,0,0,0,0,0,0,100,132,132,"Upper and Lower",1,0,0,100,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"5B031009001","Pardee Recreation Area CS,    , Oakland, CA 94607 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","not applicable, no spills during the reporting period","Other (specify below)","not applicable","not applicable","not applicable",NA
2023,"2SSO10152","2",616,"25-MAR-24","Municipal(Public)",500,2,7,2,1,7,1,0,1,0,8,"N/A",2,2,100,0,0,0,0,0,100,100,0,0,0,0,0,100,123,0,"None",0,0,10,90,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,"2SSO10151","3700 Paradise Dr Tiburon, CA 94920 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",0,0,0,"Y","Y","Other (specify below)","None","Other (specify below)","None","N/A","None at this time",NA
2024,"2SSO10152","2",616,"05-NOV-25","Municipal(Public)",500,1,3,2,1,4,2,0,1,0,7,"N/A",2,2,100,0,0,0,0,0,100,100,0,0,0,0,0,100,123,0,"None",0,0,10,90,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,"2SSO10152","Paradise Cove Plant 3700 Paradise Dr, Tiburon CA 94920","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",0,0,0,"Y","Y","Other (specify below)","None","Other (specify below)","None","N/A","None at this time",NA
2023,"5SSO11021","5S",616,"29-MAR-24","Municipal(Public)",23808,0,1,1,1,7,2,2,2,0,0,"",0,69,0,0,0,0,0,100,100,0,0,0,0,0,0,0,21,21,"Lower only",21,8,46,14,14,9,9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"5SSO11021","WQCF 14901 Poplar Ave Patterson, ca 95363 ","WWTP same agency","","","","","","","","","","N","N","","","","","","","","","","","","","","","N/A",0,0,0,"Y","Y","Other (specify below)","No Major Spills this reporting period","Other (specify below)","No Failure points this reporting period.","None","Regular system inspection and maintenance.",NA
2024,"5SSO11021","5S",616,"14-AUG-25","Municipal(Public)",25063,0,1,1,1,7,2,2,2,0,0,"",1.4,69,0,0,0,0,0,100,100,0,0,0,0,0,0,0,21,21,"Lower only",21,8,46,14,14,9,9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,"5B50NC00002","City of Patterson WQCF, 14901  Poplar Avenue, Patterson, CA 95363 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",0,0,0,"Y","Y","Other (specify below)","No Major Spills this reporting period.","Other (specify below)","No failure points this reporting period.","None","Regular System inspection and maintenance.",NA
2025,"5SSO11021","5S",616,"31-MAR-26","Municipal(Public)",25063,0,1,1,1,7,2,2,2,0,0,"",0,69,0,0,0,0,0,100,100,0,0,0,0,0,0,0,21,21,"Lower only",21,8,46,14,14,9,9,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,"5SSO11021","WQCF 14901 Poplar Ave Patterson, ca 95363 ","WWTP same agency","","","","","","","","","","N","N","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","No Major Spills this reporting period","Other (specify below)","No Failure points this reporting period.","None","Regular system inspection and maintenance.",NA
2023,"2SSO10154","2",616,"22-DEC-25","Municipal(Public)",14231,1,2,1,1,1,0,0,0,0,1,NA,1,59,68,22,7,1,1,1,100,100,0,0,0,0,0,100,6997,0,"None",0,20,20,30,20,10,0,0,0,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,10,10,"2 215015001","SASM WWTP Discharge Point 001,    , Mill Valley, CA  ","WWTP other agency","","","","","","","","","","N","N","","","","","","","","","","","","","","",NA,106,0,0,"","Y","Root Intrusion",NA,"Gravity Mainline",NA,"None","in 2023 we had a $2.5MM CIP Project and in 2024 we have a $3.4MM CIP Project out to bid.",NA
2025,"2SSO10154","2",616,"25-MAR-26","Municipal(Public)",13904,1,2,1,1,0,0,0,0,0,0,"n/a",0.5,56.1,68,22,7,1,1,1,100,0,0,0,0,0,0,0,5237,15,"None",0.2,5,15,20,30,20,10,0,0,0,100,0,0,0,0,0,0,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,23.4,4.4,"2SSO10154","Sewerage Agency of Southern Marin","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",106,0,0,"Y","Y","Root Intrusion","All spills in 2025 were caused, at least in part, by root intrusion either in the City's gravity main system or from privately owned laterals. Two spills investigations also showed buildup of wipes as a partial cause, and one spill was also the result of gravel/grit buildup.","Gravity Mainline","n/a","None.","The DPW Operations sewer crew keeps a list of  hotspots  to regularly assess and clean as necessary. The DPW Engineering staff performs an annual sanitary sewer capital improvement project to clean portions of the City sewer system (4.5 miles of pipe cleaned in 2025), complete CCTV inspections, replace and rehabilitate manholes, perform spot repairs, and replace sections of pipe that are identified as deficient (5,294 linear feet in 2025).",NA
2025,"5SSO11022","5S",616,"31-MAR-26","Municipal(Public)",1050,1,6,1,1,1,2,0,0,0,3,"",17,0,0,0,0,0,0,0,0,100,0,0,0,0,0,100,450,450,"Upper and Lower",3,0,10,0,90,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,0,"5A290104001","Lake Wildwood WWTP, Pleasant Valley Rd. Penn Valley ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","Y","Pump Station Failure - Mechanical","","Pump Station - Mechanical","","none","Routine maintenance, project planned to replace all AVRVs which are aging and showing signs for corrosion due to H2S. ",NA
2023,"2SSO10155","2",616,"27-MAR-24","Municipal(Public)",23552,2,12,1,1,2,3,1,2,0,1,"N/A",1,59,64,25,10,1,0,0,100,10,0,90,0,0,0,0,6351,4128,"Lower only",22,10,20,5,30,35,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,36,15,"2 417019001","002,    , CA  ","WWTP other agency","2 417038001","E-002, 195  Belle Air Road, South San Francisco, CA 94080 ","","","","","","","","Y","N","Burlingame City CS","2SSO10099","","","","","","","","","","","","","N/A",12,1,0,"Y","Y","Rainfall Exceeded Design, I and I (Separate Collection System Only)","N/A","Lower Lateral","N/A","N/A","City-owned laterals are replaced when issues are reported or any spills happen. City mains are evaluated and either cleaned more frequently repaired or replaced.  We use Cue-lock stainless steel with epoxy patches and fiberglass and epoxy patches to make point repairs to mains. ",NA
2024,"2SSO10155","2",616,"28-JAN-25","Municipal(Public)",23552,1,11,2,1,1,5,1,2,0,3,"N/A",1,59,64,25,10,1,0,0,100,10,0,90,0,0,0,0,6351,4128,"Lower only",22,10,20,5,30,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,52,25,"2 417019001","002,    , CA  ","WWTP same agency","2 417038001","E-002, 195  Belle Air Road, South San Francisco, CA 94080 ","WWTP other agency","","","","","","","Y","N","Burlingame City CS","2SSO10099","","","","","","","","","","","","","N/A",12,1,0,"Y","Y","Pipe Structural Problem/Failure - Installation","N/A","Gravity Mainline","N/A","N/A","City owned assets continue to be pro active with maintenance. We replace  when deficiencies  occur and  CCTV inspection reveals repairs needed.  ",NA
2025,"2SSO10155","2",616,"25-FEB-26","Municipal(Public)",23552,4,15,3,1,9,7,8,3,0,3,"N/A",1,59,62,27,10,1,0,0,100,10,0,90,0,0,0,100,6266,4128,"Lower only",22,10,20,5,30,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,39.7,6.4,"2 417019001","002,    , CA  ","WWTP same agency","2 417038001","E-002, 195  Belle Air Road, South San Francisco, CA 94080 ","WWTP other agency","","","","","","","Y","N","Burlingame City CS","2SSO10099","","","","","","","","","","","","","N/A",12,1,0,"Y","Y","Other (specify below)","No Major spills for 2025","Lower Lateral","","N/A","Replacing lower laterals after spills and as we identify with CCTV. ",NA
2023,"2SSO10156","2",616,"28-MAR-24","Municipal(Public)",81067,2,6,1,1,3,2,2,1,0,0,NA,5,179,20,40,30,10,0,0,100,0,0,60,40,0,0,100,14779,14779,"Lower only",71,0,1,35,48,16,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,52,12,"2438014001","","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","",NA,38,2,24,"Y","Y","Root Intrusion",NA,"Manhole",NA,NA,"continuing with flushing and CCTV program to identify aging in infrastructure for repair",NA
2024,"2SSO10156","2",616,"26-MAR-25","Municipal(Public)",81067,1,7,1,1,4,2,3,1,0,0,"N/A",5,179,20,40,30,10,0,0,100,0,0,60,40,0,0,100,14779,14779,"Lower only",71,0,1,35,48,16,0,0,0,0,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,48,10,"C394847","San José-Santa Clara Regional Wastewater Facility","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",38,2,24,"Y","Y","Debris-General","N/A","Siphon","N/A","N/A","Increase frequency of siphon flushing, purchasing new CCTV truck this year ",NA
2025,"2SSO10156","2",616,"01-APR-26","Municipal(Public)",81733,2,6,1,1,0,3,2,1,0,0,NA,5,179,20,40,30,10,0,0,100,0,0,60,40,0,0,100,14779,14779,"Lower only",71,0,1,35,48,16,0,0,0,0,100,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,57.2,0,"2438014001","San Jose - Santa Clara Regional Wastewater Facility ","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","",NA,38,2,24,"Y","Y","Fats, Oil and Grease (FOG)",NA,"Manhole",NA,NA,"CCTV program stopped in 2024 due to theft/loss of CCTV truck and equipment. CCTV program restarted in late 2025 with full integration with GIS and CMMS. Staff have been able to better identify collection system issues for proactive maintenance (flushing, roots, etc).   City of also continuing active FOG inspection program and coordination between flushing crew and FOG inspection staff. ",NA
2023,"2SSO10157","2",616,"29-MAR-24","Municipal(Public)",6047,0,0,0,1,0,0,0,0,0,0,"5 certified employees at the centralized sewer plant Sewer Authority Mid-Coastside (SAM), see SAM agency submitted separate report.",27,23,88,3,9,0,0,0,100,81,19,0,0,0,0,100,1977,0,"None",0,5,19,21,0,55,0,0,0,0,100,0,3,4,0,0,0,0,0,0,7,5,10,12,0,0,0,0,0,0,27,3,18,4,"2SSO8001","Sewer Authority Mid-Coastside","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",2,0,1,"Y","Y","Pump Station Failure - Power","PG&E PSPS and storm failures. SAM force main failure - see SAM seperate agency report","Gravity Mainline","Root Intrusions restricting express sewers","no","CCTV and spot repairs, CIP projects, increased Cleaning of affected and similar areas",NA
2023,"2SSO10158","2",616,"22-MAR-24","Municipal(Public)",22000,1,6,1,1,4,4,0,0,0,6,"",2,73,62,26,10,1,0,1,100,0,53,47,0,0,1,100,9211,1,"None",0,9,8,31,30,15,1,6,0,0,100,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,64,11,"2SSO10158","Mt. View Sanitary District 3800 Arthur rd Martinez, CA 94553","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","",NA,2,0,0,"Y","Y","Flow Exceeded Capacity (Separate Collection System Only)",NA,"Manhole","none","none","MVSD is currently performing a system analysis of the entire collections system.  we have contracted a full CCTV and mainline cleaning project and are currently 2/3 of the way through.  this project is estimated to conclude in early to mid-2025.  once completed the District engineer will start putting together an immediate, 5-year, and 10-year capitol improvement project. ",NA
2024,"2SSO10158","2",616,"25-NOV-25","Municipal(Public)",22000,1,6,1,1,4,4,0,0,0,6,"",2,73,62,26,10,1,0,1,100,0,53,47,0,0,1,100,9276,1,"None",0,9,8,31,30,62,1,6,0,0,100,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,30,0,"2 071029001","001-MtView,    , CA  ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","NA ",2,0,0,"Y","Y","Debris-General","","Upper Lateral","","None","MVSD is currently performing a system analysis of the entire collections system.  we have contracted a full CCTV and mainline cleaning project and are currently 2/3 of the way through. This project is estimated to conclude in early 2026. Once completed the District engineer will start putting together an immediate, 5-year, and 10-year capitol improvement project. ",NA
2025,"2SSO10158","2",616,"26-MAR-26","Municipal(Public)",20517,1,6,1,1,4,4,0,0,0,0,"",2,76.3,62,26,10,1,0,1,100,0,53,47,0,0,1,100,9042,1,"None",0,9,8,31,30,62,1,6,0,0,100,0,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,42.8,0,"2 071029001","001-MtView,    , CA  ","SSS same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",4,0,0,"Y","Y","Debris-General","1 CAT-1, caused by plumber's jetter left in lateral. 1 CAT-4, caused by roots. 3 caused by  debris. ","Gravity Mainline","","None","MVSD is completing the 3rd stage of a comprehensive collection system condition assessment. The assessment will be used to create CIP projects. Each SSO is reviewed for quality assurance and trouble spot is moved to a high frequency cleaning schedule.",NA
2023,"6SSO11165","6B",616,"01-APR-24","Municipal(Public)",20961,3,8,3,1,0,0,0,0,0,0,"1 NASSCO PACP",1,75,5,63,20,10,1,1,100,1,0,0,0,0,0,0,5098,4,"None",0,1,7,55,14,0,0,0,0,36,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,2,"6B150112001","Rosamond WTF (Ponds), 875 Southeast Patterson Road, Rosamond, CA 93560 ","WWTP same agency","","","","","","","","","","N","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,0,0,0,"Y","Y","Debris-General",NA,"Pump Station - Power",NA,NA,"Increased collections system cleaning; implemented CCTV inspections; updated SERP",NA
2024,"6SSO11165","6B",616,"22-JAN-25","Municipal(Public)",21000,0,10,3,1,0,0,0,0,0,0,"NASSCO PACP: 3 employees and others scheduled for certification classes in Q1 2025",1,75,5,63,20,10,1,1,100,1,0,0,0,0,0,1,5498,4,"None",0,1,7,55,14,0,0,0,0,23,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19.1,1.3,"6B150112001","Rosamond WTF (Ponds), 875 Southeast Patterson Road, Rosamond, CA 93560 ","WWTP same agency","","","","","","","","","","N","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","n/a",0,0,0,"","Y","Debris-General","Debris, wipes, grit","Pump Station - Power","n/a","none","Increase collection system cleaning, implemented CCTV inspections, updated SERP/SSMP.",NA
2025,"6SSO11165","6B",616,"16-MAR-26","Municipal(Public)",20961,0,11,1,1,0,0,0,1,0,0,"5 employees have NASSCO PACP, LACP, MACP - Daniel H, Matt W, Larry W, Dago H, Ben S. CWEA- Environmental Compliance Grade 1",0.4,73.6,4,60,22,13,1,0,100,1,0,0,0,0,0,100,5098,5,"Upper and Lower",0.5,4,11,54,21,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.7,2,"6B150112001","Rosamond WTF (Ponds), 875 Southeast Patterson Road, Rosamond, CA 93560 ","WWTP same agency","","","","","","","","","","N","","","N/A","","","N/A","","","N/A","","","N/A","","","N/A","N/A",0,0,0,"Y","Y","Debris-General","Pump station mechanical, forced main coupling joint failure. ","Pump Station - Power","Power outage.","N/A","Increased collections system cleaning and CCTV inspections; Focus on personnel changes and upgrades to existing cleaning/inspection equipment. ",NA
2023,"5SSO11025","5S",616,"28-MAR-24","Municipal(Public)",224,0,3,1,0,1,3,0,0,0,4,"N/A",5,0,100,0,0,0,0,0,100,100,0,0,0,0,0,100,85,0,"None",0,0,10,90,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,"5sso11025","Pine Grove Comm Leachfield CS, 12800  Ridge Road, Sutter Creek, CA 95685 ","WWTP same agency","","","","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N/A",0,1,0,"Y","Y","Debris-General","Cust Debris","Force Main","N/A","N/A","N/A",NA
